Path,%-T,%-#,Count,Count/mL,Count/µL,file
P1\P2\UR3,0.00,0.00,0,0,0.00,cm2016-02-08.009
P1\P2\LR3,0.00,0.00,0,0,0.00,cm2016-02-08.009
P1\P2\LL4,0.25,0.26,91,911,0.91,cm2016-02-08.009
P1\P2\UL4,95.33,99.73,34962,3.5e5,349.98,cm2016-02-08.009
P1\P2\UR4,0.01,0.01,2,20,0.02,cm2016-02-08.009
P1\P2\LR4,0.00,0.00,0,0,0.00,cm2016-02-08.009
P1\P2\LL5,0.02,0.02,7,70.1,0.07,cm2016-02-08.009
P1\P2\UL5,0.00,0.00,0,0,0.00,cm2016-02-08.009
P1\P2\UR5,0.03,0.03,11,110,0.11,cm2016-02-08.009
P1\P2\LR5,95.54,99.95,35037,3.51e5,350.73,cm2016-02-08.009
cm2016-02-08.008,100.00,---,42454,4.25e5,424.98,cm2016-02-08.008
P1,98.77,98.77,41932,4.2e5,419.76,cm2016-02-08.008
P1\P2,95.59,96.78,40582,4.06e5,406.24,cm2016-02-08.008
P1\P2\LL3,0.04,0.04,17,170,0.17,cm2016-02-08.008
P1\P2\UL3,95.55,99.95,40563,4.06e5,406.05,cm2016-02-08.008
P1\P2\UR3,0.00,0.00,2,20,0.02,cm2016-02-08.008
P1\P2\LR3,0.00,0.00,0,0,0.00,cm2016-02-08.008
P1\P2\LL4,0.20,0.20,83,831,0.83,cm2016-02-08.008
P1\P2\UL4,95.37,99.77,40490,4.05e5,405.32,cm2016-02-08.008
P1\P2\UR4,0.01,0.01,6,60.1,0.06,cm2016-02-08.008
P1\P2\LR4,0.01,0.01,3,30,0.03,cm2016-02-08.008
P1\P2\LL5,0.03,0.03,12,120,0.12,cm2016-02-08.008
P1\P2\UL5,0.00,0.00,0,0,0.00,cm2016-02-08.008
P1\P2\UR5,0.04,0.04,16,160,0.16,cm2016-02-08.008
P1\P2\LR5,95.52,99.93,40554,4.06e5,405.96,cm2016-02-08.008
cm2016-02-08.007,100.00,---,37864,3.79e5,379.03,cm2016-02-08.007
P1,98.82,98.82,37418,3.75e5,374.57,cm2016-02-08.007
P1\P2,95.73,96.88,36249,3.63e5,362.87,cm2016-02-08.007
P1\P2\LL3,5.21,5.44,1971,1.97e4,19.73,cm2016-02-08.007
P1\P2\UL3,56.73,59.25,21479,2.15e5,215.01,cm2016-02-08.007
P1\P2\UR3,0.16,0.17,60,601,0.60,cm2016-02-08.007
P1\P2\LR3,33.64,35.14,12739,1.28e5,127.52,cm2016-02-08.007
P1\P2\LL4,39.24,40.99,14857,1.49e5,148.72,cm2016-02-08.007
P1\P2\UL4,56.47,58.99,21382,2.14e5,214.04,cm2016-02-08.007
P1\P2\UR4,0.01,0.01,5,50.1,0.05,cm2016-02-08.007
P1\P2\LR4,0.01,0.01,5,50.1,0.05,cm2016-02-08.007
P1\P2\LL5,37.57,39.25,14227,1.42e5,142.42,cm2016-02-08.007
P1\P2\UL5,0.00,0.00,0,0,0.00,cm2016-02-08.007
P1\P2\UR5,0.05,0.05,18,180,0.18,cm2016-02-08.007
P1\P2\LR5,58.11,60.70,22004,2.2e5,220.27,cm2016-02-08.007
cm2016-02-08.006,100.00,---,47106,4.72e5,471.55,cm2016-02-08.006
P1,98.89,98.89,46584,4.66e5,466.32,cm2016-02-08.006
P1\P2,94.99,96.05,44746,4.48e5,447.93,cm2016-02-08.006
P1\P2\LL3,0.03,0.03,14,140,0.14,cm2016-02-08.006
P1\P2\UL3,94.96,99.97,44732,4.48e5,447.79,cm2016-02-08.006
P1\P2\UR3,0.00,0.00,0,0,0.00,cm2016-02-08.006
P1\P2\LR3,0.00,0.00,0,0,0.00,cm2016-02-08.006
P1\P2\LL4,0.13,0.14,63,631,0.63,cm2016-02-08.006
P1\P2\UL4,94.86,99.86,44683,4.47e5,447.30,cm2016-02-08.006
P1\P2\UR4,0.00,0.00,0,0,0.00,cm2016-02-08.006
P1\P2\LR4,0.00,0.00,0,0,0.00,cm2016-02-08.006
P1\P2\LL5,0.02,0.02,8,80.1,0.08,cm2016-02-08.006
P1\P2\UL5,0.00,0.00,0,0,0.00,cm2016-02-08.006
P1\P2\UR5,0.01,0.01,3,30,0.03,cm2016-02-08.006
P1\P2\LR5,94.97,99.98,44735,4.48e5,447.82,cm2016-02-08.006
cm2016-02-08.005,100.00,---,38894,3.89e5,389.34,cm2016-02-08.005
P1,98.74,98.74,38405,3.84e5,384.45,cm2016-02-08.005
P1\P2,95.87,97.09,37287,3.73e5,373.26,cm2016-02-08.005
P1\P2\LL3,0.04,0.04,15,150,0.15,cm2016-02-08.005
P1\P2\UL3,95.83,99.96,37272,3.73e5,373.11,cm2016-02-08.005
P1\P2\UR3,0.00,0.00,0,0,0.00,cm2016-02-08.005
P1\P2\LR3,0.00,0.00,0,0,0.00,cm2016-02-08.005
P1\P2\LL4,0.18,0.19,70,701,0.70,cm2016-02-08.005
P1\P2\UL4,95.69,99.81,37216,3.73e5,372.55,cm2016-02-08.005
P1\P2\UR4,0.00,0.00,1,10,0.01,cm2016-02-08.005
P1\P2\LR4,0.00,0.00,0,0,0.00,cm2016-02-08.005
P1\P2\LL5,0.02,0.02,7,70.1,0.07,cm2016-02-08.005
P1\P2\UL5,0.00,0.00,0,0,0.00,cm2016-02-08.005
P1\P2\UR5,0.02,0.02,7,70.1,0.07,cm2016-02-08.005
P1\P2\LR5,95.83,99.96,37273,3.73e5,373.12,cm2016-02-08.005
cm2016-02-08.004,100.00,---,40643,4.07e5,406.85,cm2016-02-08.004
P1,98.91,98.91,40200,4.02e5,402.42,cm2016-02-08.004
P1\P2,96.25,97.31,39120,3.92e5,391.61,cm2016-02-08.004
P1\P2\LL3,5.57,5.78,2262,2.26e4,22.64,cm2016-02-08.004
P1\P2\UL3,41.13,42.73,16717,1.67e5,167.34,cm2016-02-08.004
P1\P2\UR3,0.13,0.13,51,511,0.51,cm2016-02-08.004
P1\P2\LR3,49.43,51.35,20090,2.01e5,201.11,cm2016-02-08.004
P1\P2\LL4,55.23,57.38,22448,2.25e5,224.71,cm2016-02-08.004
P1\P2\UL4,41.02,42.62,16671,1.67e5,166.88,cm2016-02-08.004
P1\P2\UR4,0.00,0.00,0,0,0.00,cm2016-02-08.004
P1\P2\LR4,0.00,0.00,1,10,0.01,cm2016-02-08.004
P1\P2\LL5,53.62,55.71,21793,2.18e5,218.16,cm2016-02-08.004
P1\P2\UL5,0.00,0.00,0,0,0.00,cm2016-02-08.004
P1\P2\UR5,0.01,0.02,6,60.1,0.06,cm2016-02-08.004
P1\P2\LR5,42.62,44.28,17321,1.73e5,173.39,cm2016-02-08.004
cm2016-02-08.003,100.00,---,40434,4.05e5,404.76,cm2016-02-08.003
P1,99.04,99.04,40046,4.01e5,400.88,cm2016-02-08.003
P1\P2,96.43,97.37,38991,3.9e5,390.32,cm2016-02-08.003
P1\P2\LL3,0.01,0.01,3,30,0.03,cm2016-02-08.003
P1\P2\UL3,96.42,99.99,38988,3.9e5,390.29,cm2016-02-08.003
P1\P2\UR3,0.00,0.00,0,0,0.00,cm2016-02-08.003
P1\P2\LR3,0.00,0.00,0,0,0.00,cm2016-02-08.003
P1\P2\LL4,0.05,0.05,19,190,0.19,cm2016-02-08.003
P1\P2\UL4,96.38,99.95,38972,3.9e5,390.13,cm2016-02-08.003
P1\P2\UR4,0.00,0.00,0,0,0.00,cm2016-02-08.003
P1\P2\LR4,0.00,0.00,0,0,0.00,cm2016-02-08.003
P1\P2\LL5,0.00,0.01,2,20,0.02,cm2016-02-08.003
P1\P2\UL5,0.00,0.00,0,0,0.00,cm2016-02-08.003
P1\P2\UR5,0.00,0.00,1,10,0.01,cm2016-02-08.003
P1\P2\LR5,96.42,99.99,38988,3.9e5,390.29,cm2016-02-08.003
cm2016-02-08.002,100.00,---,42346,4.24e5,423.90,cm2016-02-08.002
P1,99.03,99.03,41937,4.2e5,419.81,cm2016-02-08.002
P1\P2,96.60,97.54,40906,4.09e5,409.49,cm2016-02-08.002
P1\P2\LL3,0.05,0.05,21,210,0.21,cm2016-02-08.002
P1\P2\UL3,96.49,99.88,40858,4.09e5,409.01,cm2016-02-08.002
P1\P2\UR3,0.00,0.00,1,10,0.01,cm2016-02-08.002
P1\P2\LR3,0.06,0.06,26,260,0.26,cm2016-02-08.002
P1\P2\LL4,0.16,0.16,66,661,0.66,cm2016-02-08.002
P1\P2\UL4,96.44,99.84,40840,4.09e5,408.83,cm2016-02-08.002
P1\P2\UR4,0.00,0.00,0,0,0.00,cm2016-02-08.002
P1\P2\LR4,0.00,0.00,0,0,0.00,cm2016-02-08.002
P1\P2\LL5,0.10,0.11,43,430,0.43,cm2016-02-08.002
P1\P2\UL5,0.00,0.00,0,0,0.00,cm2016-02-08.002
P1\P2\UR5,0.00,0.00,1,10,0.01,cm2016-02-08.002
P1\P2\LR5,96.50,99.89,40862,4.09e5,409.05,cm2016-02-08.002
cm2016-02-08.001,100.00,---,33292,3.33e5,333.27,cm2016-02-08.001
P1,99.09,99.09,32988,3.3e5,330.22,cm2016-02-08.001
P1\P2,97.04,97.93,32306,3.23e5,323.40,cm2016-02-08.001
P1\P2\LL3,3.64,3.75,1211,1.21e4,12.12,cm2016-02-08.001
P1\P2\UL3,50.25,51.78,16729,1.67e5,167.46,cm2016-02-08.001
P1\P2\UR3,0.15,0.16,51,511,0.51,cm2016-02-08.001
P1\P2\LR3,43.00,44.31,14315,1.43e5,143.30,cm2016-02-08.001
P1\P2\LL4,46.76,48.19,15569,1.56e5,155.85,cm2016-02-08.001
P1\P2\UL4,50.27,51.80,16736,1.68e5,167.53,cm2016-02-08.001
P1\P2\UR4,0.00,0.00,1,10,0.01,cm2016-02-08.001
P1\P2\LR4,0.00,0.00,0,0,0.00,cm2016-02-08.001
P1\P2\LL5,46.08,47.49,15341,1.54e5,153.57,cm2016-02-08.001
P1\P2\UL5,0.00,0.00,1,10,0.01,cm2016-02-08.001
P1\P2\UR5,0.02,0.02,5,50.1,0.05,cm2016-02-08.001
P1\P2\LR5,50.94,52.49,16959,1.7e5,169.77,cm2016-02-08.001
